customer_id,customer_name,rebate_code,rebate_amount_eur,period,notes
00754,Filler Customer 754,FB-754,125.00,2025-Q1,Deterministic filler row
00755,Filler Customer 755,FB-755,130.00,2025-Q1,Deterministic filler row
00756,Filler Customer 756,FB-756,100.00,2025-Q1,Deterministic filler row
00757,Filler Customer 757,FB-757,105.00,2025-Q1,Deterministic filler row
00758,Filler Customer 758,FB-758,110.00,2025-Q1,Deterministic filler row
00759,Filler Customer 759,FB-759,115.00,2025-Q1,Deterministic filler row
00760,Filler Customer 760,FB-760,120.00,2025-Q1,Deterministic filler row
00761,Filler Customer 761,FB-761,125.00,2025-Q1,Deterministic filler row
00762,Filler Customer 762,FB-762,130.00,2025-Q1,Deterministic filler row
00763,Filler Customer 763,FB-763,100.00,2025-Q1,Deterministic filler row
00764,Filler Customer 764,FB-764,105.00,2025-Q1,Deterministic filler row
00765,Filler Customer 765,FB-765,110.00,2025-Q1,Deterministic filler row
00766,Filler Customer 766,FB-766,115.00,2025-Q1,Deterministic filler row
00767,Filler Customer 767,FB-767,120.00,2025-Q1,Deterministic filler row
00768,Filler Customer 768,FB-768,125.00,2025-Q1,Deterministic filler row
00769,Filler Customer 769,FB-769,130.00,2025-Q1,Deterministic filler row
00770,Filler Customer 770,FB-770,100.00,2025-Q1,Deterministic filler row
00771,Filler Customer 771,FB-771,105.00,2025-Q1,Deterministic filler row
00772,Filler Customer 772,FB-772,110.00,2025-Q1,Deterministic filler row
00773,Filler Customer 773,FB-773,115.00,2025-Q1,Deterministic filler row
00774,Filler Customer 774,FB-774,120.00,2025-Q1,Deterministic filler row
00775,Filler Customer 775,FB-775,125.00,2025-Q1,Deterministic filler row
00776,Filler Customer 776,FB-776,130.00,2025-Q1,Deterministic filler row
00777,Filler Customer 777,FB-777,100.00,2025-Q1,Deterministic filler row
00778,Filler Customer 778,FB-778,105.00,2025-Q1,Deterministic filler row
00779,Filler Customer 779,FB-779,110.00,2025-Q1,Deterministic filler row
00780,Filler Customer 780,FB-780,115.00,2025-Q1,Deterministic filler row
00781,Filler Customer 781,FB-781,120.00,2025-Q1,Deterministic filler row
00782,Filler Customer 782,FB-782,125.00,2025-Q1,Deterministic filler row
00783,Filler Customer 783,FB-783,130.00,2025-Q1,Deterministic filler row
00784,Filler Customer 784,FB-784,100.00,2025-Q1,Deterministic filler row
00785,Filler Customer 785,FB-785,105.00,2025-Q1,Deterministic filler row
00786,Filler Customer 786,FB-786,110.00,2025-Q1,Deterministic filler row
00787,Filler Customer 787,FB-787,115.00,2025-Q1,Deterministic filler row
00788,Filler Customer 788,FB-788,120.00,2025-Q1,Deterministic filler row
00789,Filler Customer 789,FB-789,125.00,2025-Q1,Deterministic filler row
00790,Filler Customer 790,FB-790,130.00,2025-Q1,Deterministic filler row
00791,Filler Customer 791,FB-791,100.00,2025-Q1,Deterministic filler row
00792,Filler Customer 792,FB-792,105.00,2025-Q1,Deterministic filler row
00793,Filler Customer 793,FB-793,110.00,2025-Q1,Deterministic filler row
00794,Filler Customer 794,FB-794,115.00,2025-Q1,Deterministic filler row
00795,Filler Customer 795,FB-795,120.00,2025-Q1,Deterministic filler row
00796,Filler Customer 796,FB-796,125.00,2025-Q1,Deterministic filler row
00797,Filler Customer 797,FB-797,130.00,2025-Q1,Deterministic filler row
00798,Filler Customer 798,FB-798,100.00,2025-Q1,Deterministic filler row
00799,Filler Customer 799,FB-799,105.00,2025-Q1,Deterministic filler row
00800,Filler Customer 800,FB-800,110.00,2025-Q1,Deterministic filler row
00801,Filler Customer 801,FB-801,115.00,2025-Q1,Deterministic filler row
00802,Filler Customer 802,FB-802,120.00,2025-Q1,Deterministic filler row
00803,Filler Customer 803,FB-803,125.00,2025-Q1,Deterministic filler row
00804,Filler Customer 804,FB-804,130.00,2025-Q1,Deterministic filler row
00805,Filler Customer 805,FB-805,100.00,2025-Q1,Deterministic filler row
00806,Filler Customer 806,FB-806,105.00,2025-Q1,Deterministic filler row
00807,Filler Customer 807,FB-807,110.00,2025-Q1,Deterministic filler row
00808,Filler Customer 808,FB-808,115.00,2025-Q1,Deterministic filler row
00809,Filler Customer 809,FB-809,120.00,2025-Q1,Deterministic filler row
00810,Filler Customer 810,FB-810,125.00,2025-Q1,Deterministic filler row
00812,Customer 812,RB-812,68900.00,2025-Q4,ERP rebate detail for Project Danube
00813,Customer 813,RB-813,68900.00,2025-Q4,ERP rebate detail for Project Danube
00814,Customer 814,RB-814,68900.00,2025-Q4,ERP rebate detail for Project Danube
00815,Customer 815,RB-815,68900.00,2025-Q4,ERP rebate detail for Project Danube
00816,Customer 816,RB-816,68900.00,2025-Q4,ERP rebate detail for Project Danube
00817,Customer 817,RB-817,68900.00,2025-Q4,ERP rebate detail for Project Danube
00818,Customer 818,RB-818,68900.00,2025-Q4,ERP rebate detail for Project Danube
00819,Customer 819,RB-819,68900.00,2025-Q4,ERP rebate detail for Project Danube
00820,Customer 820,RB-820,68900.00,2025-Q4,ERP rebate detail for Project Danube
00821,Customer 821,RB-821,68900.00,2025-Q4,ERP rebate detail for Project Danube
00822,Customer 822,RB-822,68900.00,2025-Q4,ERP rebate detail for Project Danube
00823,Customer 823,RB-823,68900.00,2025-Q4,ERP rebate detail for Project Danube
00824,Customer 824,RB-824,68900.00,2025-Q4,ERP rebate detail for Project Danube
00825,Customer 825,RB-825,68900.00,2025-Q4,ERP rebate detail for Project Danube
00826,Customer 826,RB-826,68900.00,2025-Q4,ERP rebate detail for Project Danube
00827,Customer 827,RB-827,68900.00,2025-Q4,ERP rebate detail for Project Danube
00828,Customer 828,RB-828,68900.00,2025-Q4,ERP rebate detail for Project Danube
00829,Customer 829,RB-829,68900.00,2025-Q4,ERP rebate detail for Project Danube
00830,Customer 830,RB-830,68900.00,2025-Q4,ERP rebate detail for Project Danube
00831,Customer 831,RB-831,68900.00,2025-Q4,ERP rebate detail for Project Danube
00832,Customer 832,RB-832,68900.00,2025-Q4,ERP rebate detail for Project Danube
00833,Customer 833,RB-833,68900.00,2025-Q4,ERP rebate detail for Project Danube
00834,Customer 834,RB-834,68900.00,2025-Q4,ERP rebate detail for Project Danube
00835,Customer 835,RB-835,68900.00,2025-Q4,ERP rebate detail for Project Danube
00836,Customer 836,RB-836,68900.00,2025-Q4,ERP rebate detail for Project Danube
00837,Customer 837,RB-837,68900.00,2025-Q4,ERP rebate detail for Project Danube
00838,Customer 838,RB-838,68900.00,2025-Q4,ERP rebate detail for Project Danube
00839,Customer 839,RB-839,68900.00,2025-Q4,ERP rebate detail for Project Danube
00840,Customer 840,RB-840,68900.00,2025-Q4,ERP rebate detail for Project Danube
00841,Customer 841,RB-841,68900.00,2025-Q4,ERP rebate detail for Project Danube
00842,Customer 842,RB-842,68900.00,2025-Q4,ERP rebate detail for Project Danube
00843,Customer 843,RB-843,68900.00,2025-Q4,ERP rebate detail for Project Danube
00844,Customer 844,RB-844,68900.00,2025-Q4,ERP rebate detail for Project Danube
00845,Customer 845,RB-845,68900.00,2025-Q4,ERP rebate detail for Project Danube
00846,Customer 846,RB-846,68900.00,2025-Q4,ERP rebate detail for Project Danube
00847,Customer 847,RB-847,68900.00,2025-Q4,ERP rebate detail for Project Danube
00848,Customer 848,RB-848,68900.00,2025-Q4,ERP rebate detail for Project Danube
00849,Customer 849,RB-849,68900.00,2025-Q4,ERP rebate detail for Project Danube
00850,Customer 850,RB-850,68900.00,2025-Q4,ERP rebate detail for Project Danube
00851,Customer 851,RB-851,68900.00,2025-Q4,ERP rebate detail for Project Danube
00852,Customer 852,RB-852,68900.00,2025-Q4,ERP rebate detail for Project Danube
00853,Customer 853,RB-853,68900.00,2025-Q4,ERP rebate detail for Project Danube
00854,Customer 854,RB-854,68900.00,2025-Q4,ERP rebate detail for Project Danube
00855,Customer 855,RB-855,68900.00,2025-Q4,ERP rebate detail for Project Danube
00856,Customer 856,RB-856,68900.00,2025-Q4,ERP rebate detail for Project Danube
00857,Customer 857,RB-857,68900.00,2025-Q4,ERP rebate detail for Project Danube
00858,Customer 858,RB-858,68900.00,2025-Q4,ERP rebate detail for Project Danube
00859,Customer 859,RB-859,68900.00,2025-Q4,ERP rebate detail for Project Danube
00860,Customer 860,RB-860,68900.00,2025-Q4,ERP rebate detail for Project Danube
00861,Customer 861,RB-861,68900.00,2025-Q4,ERP rebate detail for Project Danube
00862,Customer 862,RB-862,68900.00,2025-Q4,ERP rebate detail for Project Danube
00863,Customer 863,RB-863,68900.00,2025-Q4,ERP rebate detail for Project Danube
00864,Customer 864,RB-864,68900.00,2025-Q4,ERP rebate detail for Project Danube
00865,Customer 865,RB-865,68900.00,2025-Q4,ERP rebate detail for Project Danube
00866,Customer 866,RB-866,68900.00,2025-Q4,ERP rebate detail for Project Danube
00867,Customer 867,RB-867,68900.00,2025-Q4,ERP rebate detail for Project Danube
00868,Customer 868,RB-868,68900.00,2025-Q4,ERP rebate detail for Project Danube
00869,Customer 869,RB-869,68900.00,2025-Q4,ERP rebate detail for Project Danube
00870,Customer 870,RB-870,68900.00,2025-Q4,ERP rebate detail for Project Danube
00871,Customer 871,RB-871,68900.00,2025-Q4,ERP rebate detail for Project Danube
00872,Customer 872,RB-872,68900.00,2025-Q4,ERP rebate detail for Project Danube
00873,Customer 873,RB-873,68900.00,2025-Q4,ERP rebate detail for Project Danube
00874,Customer 874,RB-874,68900.00,2025-Q4,ERP rebate detail for Project Danube
00875,Customer 875,RB-875,68900.00,2025-Q4,ERP rebate detail for Project Danube
00876,Customer 876,RB-876,68900.00,2025-Q4,ERP rebate detail for Project Danube
00877,Customer 877,RB-877,68900.00,2025-Q4,ERP rebate detail for Project Danube
00878,Customer 878,RB-878,68900.00,2025-Q4,ERP rebate detail for Project Danube
00879,Customer 879,RB-879,68900.00,2025-Q4,ERP rebate detail for Project Danube
00880,Customer 880,RB-880,68900.00,2025-Q4,ERP rebate detail for Project Danube
00881,Customer 881,RB-881,68900.00,2025-Q4,ERP rebate detail for Project Danube
00882,Customer 882,RB-882,68900.00,2025-Q4,ERP rebate detail for Project Danube
00883,Customer 883,RB-883,68900.00,2025-Q4,ERP rebate detail for Project Danube
00884,Customer 884,RB-884,68900.00,2025-Q4,ERP rebate detail for Project Danube
00885,Customer 885,RB-885,70300.00,2025-Q4,ERP rebate detail for Project Danube
TOTAL,Control total,RB-TOTAL,5100000.00,2025-FY,Rows 812-885 total exactly EUR 5,100,000.00
